Provider ID,Measure,Score,Domain,Hospital Name,City,State,ZIP Code
100087,H_COMP_2_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_RESPECT_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_RESPECT_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_RESPECT_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_LISTEN_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_LISTEN_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_LISTEN_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_EXPLAIN_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_EXPLAIN_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DOCTOR_EXPLAIN_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_3_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_3_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_3_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_3_LINEAR_SCORE,80.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_3_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CALL_BUTTON_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CALL_BUTTON_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CALL_BUTTON_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_BATH_HELP_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_BATH_HELP_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_BATH_HELP_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_5_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_5_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_5_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_5_LINEAR_SCORE,74.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_5_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_MED_FOR_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_MED_FOR_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_MED_FOR_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_SIDE_EFFECTS_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_SIDE_EFFECTS_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_SIDE_EFFECTS_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_6_N_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_6_Y_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_6_LINEAR_SCORE,86.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_6_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DISCH_HELP_N_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_DISCH_HELP_Y_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_SYMPTOMS_N_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_SYMPTOMS_Y_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_7_A,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_7_D_SD,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_7_SA,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_7_LINEAR_SCORE,81.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_COMP_7_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_PREFER_A,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_PREFER_D_SD,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_PREFER_SA,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_UNDER_A,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_UNDER_D_SD,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_UNDER_SA,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_MED_A,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_MED_D_SD,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CT_MED_SA,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CLEAN_HSP_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CLEAN_HSP_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CLEAN_HSP_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CLEAN_LINEAR_SCORE,84.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_CLEAN_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_QUIET_HSP_A_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_QUIET_HSP_SN_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_QUIET_HSP_U_P,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_QUIET_LINEAR_SCORE,76.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_QUIET_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_HSP_RATING_0_6,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_HSP_RATING_7_8,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_HSP_RATING_9_10,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_HSP_RATING_LINEAR_SCORE,89.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_HSP_RATING_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_RECMND_DN,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_RECMND_DY,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_RECMND_PY,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_RECMND_LINEAR_SCORE,91.0,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_RECMND_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100087,H_STAR_RATING,,HCAHPS,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239
100213,H_COMP_1_A_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_1_SN_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_1_U_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_1_LINEAR_SCORE,85.0,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_1_STAR_RATING,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_RESPECT_A_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
